"title","nomearquivo","evento"
"Secretaria da Administração lança instruções normativas para aprimorar parcerias com Organizações da Sociedade Civil ","1563372384DSC_0636.JPG","383"
"Secretaria da Administração lança instruções normativas para aprimorar parcerias com Organizações da Sociedade Civil ","1563372385DSC_0643.JPG","383"
"Secretaria da Administração lança instruções normativas para aprimorar parcerias com Organizações da Sociedade Civil ","1563372385DSC_0656.JPG","383"
"Estado cede terreno para construção de quadra poliesportiva em Jacaraci","1564518803DSC_0674.JPG","386"
"Ponto SAC Ipirá comemora cinco anos com marca de 62 mil atendimentos","1564600231IMG20190731WA0048.jpg","387"
"Ponto SAC Ipirá comemora cinco anos com marca de 62 mil atendimentos","1564600231ipira.jpg","387"
"Ponto SAC Ipirá comemora cinco anos com marca de 62 mil atendimentos","1564600232ipira2.jpg","387"
"Sacada vai representar a Bahia no Concurso de Inovação no Setor Público","1564669679sacada.jpg","388"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243984IMG_4463.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243985IMG_4467.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243985IMG_4470.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243985IMG_4472.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243985IMG_4473.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243985IMG_4479.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243986IMG_4483.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243986IMG_4489.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243986IMG_4491.JPG","389"
"Workshop encerra visita da delegação de Alagoas à Bahia","1566243986IMG_4494.JPG","389"
"Servidores do SAC Shopping da Bahia ganham treinamento de segurança do trabalho","1566309300IMG20190809WA0045.jpg","390"
"Servidores do SAC Shopping da Bahia ganham treinamento de segurança do trabalho","1566309300IMG20190809WA0048.jpg","390"
"Servidores do SAC Shopping da Bahia ganham treinamento de segurança do trabalho","1566309300IMG20190809WA0049.jpg","390"
"Agenda de capacitação do RH Bahia tem inscrições abertas para profissionais de RH","1566506614RHBahia.jpg","391"
"Agenda de capacitação do RH Bahia tem inscrições abertas para profissionais de RH","1566507007rhbahia.png","391"
"Novo SAC Conquista II inclui serviços do Procon e Ciretran e amplia capacidade de atendimento ","1570654492SacConquista.jpeg","409"
"Novo edital do Partiu Estágio vai selecionar quase três mil universitários ","1567618496PartiuEstagio_destaqueSiteSaeb.png","397"
"Governo aprimora planejamento com disseminação integrada de ferramentas de gestão","1567103154planoplurianualmarca2.png","393"
"Colaboradores da Rede SAC aprimoram conhecimentos em oficina de gestão","1567111739DSC_0679.JPG","394"
"Secretaria da Administração divulga resultado final do concurso da Polícia Civil","1567196686policiacivil.jpg","395"
"Governo assina ordem de serviço para recuperação do Instituto do Cacau","1567448372IMG_5058.JPG","396"
"Conselho debate aprimoramento do serviço público e melhoria da gestão estadual","1568207951IMG_5076.JPG","398"
"Governo contrata instituto para realizar concurso da Polícia Militar e dos Bombeiros","1568816347pm2.jpg","399"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569247529SentoSe.jpeg","400"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569248736Foto1.jpg","400"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569248736Foto2.jpg","400"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569248736Foto3.jpeg","400"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569248736Foto4.jpeg","400"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569248737Foto5.jpeg","400"
"Rede SAC inaugura 33º Ponto SAC no município de Sento Sé ","1569248737Foto7.jpeg","400"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274174DSC_0689.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0694.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0700.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0703.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0707.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0710.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0716.JPG","401"
"Estado concede uso gratuito de imóvel para entidade filantrópica de Salvador","1569274175DSC_0719.JPG","401"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522453IMG_5222.JPG","402"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522452IMG_5193.JPG","402"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522453IMG_5216.JPG","402"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522452IMG_5183.JPG","402"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522452Foto10.jpeg","402"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522452IMG_5168.JPG","402"
"Rede SAC inaugura unidade de atendimento em Sento Sé ","1569522452IMG_5180.JPG","402"
"Partiu Estágio oferece 2 mil vagas em Salvador ","1569360612partiuestagiogoes.png","403"
"Lançada plataforma digital de incentivo ao voluntariado","15694428731569438611CT5T6456.JPG.jpeg","404"
"Lançada plataforma digital de incentivo ao voluntariado","15694428731569438611CT5T6485.JPG.jpeg","404"
"Lançada plataforma digital de incentivo ao voluntariado","15694428731569438611CT5T6490.JPG.jpeg","404"
"Lançada plataforma digital de incentivo ao voluntariado","15694428731569438611CT5T6499.JPG.jpeg","404"
"Lançada plataforma digital de incentivo ao voluntariado","15694428741569438612CT5T6513.JPG.jpeg","404"
"Primeira unidade do SineBahia Mulher é inaugurada no SAC Comércio","1569873549IMG_5479.JPG","405"
"Primeira unidade do SineBahia Mulher é inaugurada no SAC Comércio","1569873549IMG_5487.JPG","405"
"Primeira unidade do SineBahia Mulher é inaugurada no SAC Comércio","1569873549IMG_5529.JPG","405"
"Primeira unidade do SineBahia Mulher é inaugurada no SAC Comércio","1569873549IMG_5536.JPG","405"
"Primeira unidade do SineBahia Mulher é inaugurada no SAC Comércio","1569873549IMG_5550.JPG","405"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214668IMG_5917.JPG","406"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214668IMG_5861.JPG","406"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214668DSC_0038.JPG","406"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214668DSC_0029.JPG","406"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214668DSC_0032.JPG","406"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214669IMG_5928.JPG","406"
"Governo do Estado e Sebrae inauguram nova unidade de atendimento ao empreendedor no SAC Barra","1570214669IMG_5933.JPG","406"
"Rede SAC promove primeiro encontro sobre sistema de gestão ambiental","1570221599WhatsApp_Image_20191004_at_17.37.13_1.jpeg","407"
"Rede SAC promove primeiro encontro sobre sistema de gestão ambiental","1570221599WhatsApp_Image_20191004_at_17.37.13_2.jpeg","407"
"Rede SAC promove primeiro encontro sobre sistema de gestão ambiental","1570221599WhatsApp_Image_20191004_at_17.37.13.jpeg","407"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0829.JPG","408"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0831.JPG","408"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0837.JPG","408"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0840.JPG","408"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0844.JPG","408"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0848.JPG","408"
"Unidade leva serviços do Corpo de Bombeiros ao SAC de Feira de Santana","1570475585DSC_0850.JPG","408"
"Primeiro Emprego já contratou 8 mil egressos do ensino técnico","15706625911570631269091019EC_88_Site.JPG","410"
"Primeiro Emprego já contratou 8 mil egressos do ensino técnico","15706625911570631269091019EC_90_Site.JPG","410"
"Primeiro Emprego já contratou 8 mil egressos do ensino técnico","15706625911570631269091019EC_93_Site.JPG","410"
"Primeiro Emprego já contratou 8 mil egressos do ensino técnico","15706625911570631270091019EC_85_Site.JPG","410"
"Primeiro Emprego já contratou 8 mil egressos do ensino técnico","15706625911570631270091019EC_87_Site.JPG","410"
"Primeiro Emprego já contratou 8 mil egressos do ensino técnico","15706625921570631269091019EC_81_Site.JPG","410"
"Governo vai leiloar dois jet skys e outros 203 veículos avaliados em R$ 1,3 milhão","1570715579LOTE44_1.JPG","411"
"Conquista ganha nova unidade da Rede SAC ","157082432748880043403_af99489d61_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","157082432748880043758_8a03f16ce0_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","157082432748880044173_005458ab30_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","157082432748880044443_0b4ce11836_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","157082432748880768632_cd6de7e61e_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","157082432748880768887_c4d03e8eb9_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","157082432848880856317_7bcef35998_o.jpg","412"
"Conquista ganha nova unidade da Rede SAC ","1570824328IMG_6240.JPG","412"
"Conquista ganha nova unidade da Rede SAC ","1570824328IMG_6241.JPG","412"
"Conquista ganha nova unidade da Rede SAC ","1570824328IMG_6258.JPG","412"
"Conquista ganha nova unidade da Rede SAC ","1570824328IMG_6263.JPG","412"
"Conquista ganha nova unidade da Rede SAC ","1570824328IMG_6267.JPG","412"
"Estado lança edital de novo concurso para Policia Militar e Bombeiro Militar","1571177447sss.jpg","413"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122348954144998_1c304f104c_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122348954145208_2c60652dff_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954145593_fe5f261ef3_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954696056_a858062640_o_1.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954696546_83ffbfb18d_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954696796_2dced2081b_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954697261_bf939dece3_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954698116_c396190930_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954883047_a6bf47298f_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122448954883597_8f4df55295_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122548954884302_2aabe76052_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122548954884437_0c5c4482b4_o.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","157201122548954884782_d4318b540b_o_1.jpg","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011225IMG_6973.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011225IMG_6976.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011225IMG_7018.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011225IMG_7030.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011225IMG_7039.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011226IMG_7054.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011226IMG_7070.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011226IMG_7079.JPG","414"
"Prêmio de Boas Práticas é entregue nesta quinta-feira (24)","1572011226IMG_7098.JPG","414"
"Cidadão pode solicitar RG Expresso pela internet","157287441648998070822_a85d9d3d54_o.jpg","415"
"Cidadão pode solicitar RG Expresso pela internet","157287436048997859636_c9edbd6726_o.jpg","415"
"Cidadão pode solicitar RG Expresso pela internet","157287438248997862266_302e89cbd4_o.jpg","415"
"Cidadão pode solicitar RG Expresso pela internet","157287440048998065377_c313d1300e_o.jpg","415"
"SAC lança serviço de consulta online de RG ","157306669343819739650_a200b980d3_k.jpg","417"
"Membros do Conselho Estadual de Trânsito tomaram posse nesta quinta-feira (7)","157315979720191107_095418.jpg","419"
"Membros do Conselho Estadual de Trânsito tomaram posse nesta quinta-feira (7)","157315989720191107_095814.jpg","419"
"Membros do Conselho Estadual de Trânsito tomaram posse nesta quinta-feira (7)","157316024720191107_095814.jpg","419"
"Estado entrega nova unidade do SAC no interior","1573243559DSC_0036.JPG","421"
"Governo cede área para construção de Hospital Regional em Santa Maria da Vitória","1573243939Assinatura_do_Termo_de_Cessao.jpeg","422"
"Região de Senhor do Bonfim recebe Encontros de Qualificação para os Gestores e Trabalhadores que atuarão na Policlínica","1573501386IMG20191106WA0029.jpg","423"
"Região de Senhor do Bonfim recebe Encontros de Qualificação para os Gestores e Trabalhadores que atuarão na Policlínica","1573501386IMG20191106WA0084.jpg","423"
"Região de Senhor do Bonfim recebe Encontros de Qualificação para os Gestores e Trabalhadores que atuarão na Policlínica","1573501386IMG20191107WA0063.jpg","423"
"Mais de 500 mil estudantes da rede estadual devem renovar a matrícula","157436790549090514271_9c1cf168c9_o.jpg","426"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0253.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0256.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0265.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0282.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0295.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0300.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0344.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0366.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0378.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0382.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0388.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0390.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0411.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0449.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713057DSC_0450.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713058DSC_0461.JPG","427"
"Feira promove mistura entre arte, gastronomia e moda em secretarias estaduais","1574713058DSC_0463.JPG","427"
"SAC Bela Vista passa a atender por agendamento nos dois turnos","157471437025762853352_9b7223bc52_o.jpg","428"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","15748751851574864530MANU8508.JPG","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","15748751851574864530MANU8524.JPG","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","15748751851574864530MANU8538.JPG","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","15748751851574864531MANU8614.JPG","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","15748751861574867054MANU8673.JPG","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","15748751861574867054MDMD8512.JPG","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","157487518649132559228_e57b8461be_o.jpg","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","157487518649132743516_075172a3c7_o.jpg","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","157487518649132744757_82dd6de478_o.jpg","429"
"Mil estudantes do Partiu Estágio assinam contrato para atuar em órgãos públicos","1574882275IMG20191127WA0010.jpg","429"
"Portal do Voluntário contabiliza 855 inscritos no Dia Internacional do Voluntariado","1575556186bahia_voluntariado.jpg","430"
"Portal do Voluntário contabiliza 855 inscritos no Dia Internacional do Voluntariado","1575556531voluntariado_sitesaeb.png","430"
"Planserv registra 59,9 mil visitas a pacientes internados","157557710931504338204_9bc609d2b3_o.jpg","431"
"Descortinando a Previdência: PrevNordeste participa de Seminário a convite da Defensoria Pública","1575663437PrevNordeste.jpg","432"
"Descortinando a Previdência: PrevNordeste participa de Seminário a convite da Defensoria Pública","1575663439PrevNordeste2.jpg","432"
"Descortinando a Previdência: PrevNordeste participa de Seminário a convite da Defensoria Pública","1575663440PrevNordeste3.jpg","432"
"Conselho de Qualidade do Serviço Público realiza última reunião de 2019","157601376120191210_103141.jpg","433"
"Tramitação eletrônica dá agilidade ao cumprimento de mandados de prisão","1576263280SEI_TRamitacao_13dez2019.jpg","434"
"SAC amplia rede e inaugura mais dois novos Pontos SAC na região norte da Bahia","1576269614RemandoPilaoArcado.png","435"
"SAC amplia rede e inaugura mais dois novos Pontos SAC na região norte da Bahia","1576269726RemandoPilaoArcado1.png","435"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0687.JPG","436"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0722.JPG","436"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0738.JPG","436"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0745.JPG","436"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0747.JPG","436"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0762.JPG","436"
"Rede SAC inaugura unidade em Remanso ","1576530349DSC_0764.JPG","436"
"Rede SAC inaugura unidade de atendimento em Pilão Arcado","1576618111PilaoArcado1.JPG","437"
"Rede SAC inaugura unidade de atendimento em Pilão Arcado","1576618111PilaoArcado2.JPG","437"
"Rede SAC inaugura unidade de atendimento em Pilão Arcado","1576618111PilaoArcado3.JPG","437"
"Rede SAC inaugura unidade de atendimento em Pilão Arcado","1576618111PilaoArcado4.JPG","437"
"Rede SAC inaugura unidade de atendimento em Pilão Arcado","1576618111PilaoArcado5.JPG","437"
"Rede SAC inaugura unidade de atendimento em Pilão Arcado","1576618111PilaoArcado6.jpeg","437"
"SEI Bahia ganha nova versão de aplicativo para celular ","1578512123businessmaningreysuittextmessaginginoffice.jpg","438"
"Governo envia à Assembleia projeto para acelerar promoções da PM e dos Bombeiros","157857541032807996120_26d6071968_o.jpg","439"
"Estado convoca candidatos para provas do concurso da PM e Corpo de Bombeiros ","157866406619836675829_86b82ba0ae_o.jpg","440"
"Governo envia projeto para legislativo que vai beneficiar 12,1 mil professores","1579009177professores.JPG","441"
"Governo publica decreto sobre compensação de feriados","1579899652101448_128.jpg","444"
"SAC Móvel permanece no Salvador Norte Shopping até 31 de janeiro","158030415023584743923_828b0dbd42_o.jpg","445"
"SAC Digital: faça sua matrícula na rede estadual de ensino sem sair de casa","157989927449090719817_27b5c69935_o.jpg","443"
"GT de Transformação Digital vence prêmio internacional de inovação no setor público","1580822363aef48ba1fb5c4a48b1270fd167f060ee.jpg","446"
"Processos da Agerba passam a tramitar eletronicamente no Estado","158205030246506144874_a123e23b53_k.jpg","448"
"Prazo para apresentação do Partiu Estágio termina nesta quinta-feira (20)","1582050148entregadocumentopartiuestagio.jpg","447"
"Novas regras para carteira de trabalho alteram atendimento na Rede SAC","158223066425250934124_25edb2c3bd_o.jpg","449"
"Governo baiano encaminha projeto à Assembleia propondo criação do sistema de proteção social de Policiais e Bombeiros Militares do Estado","158877744718866200085_c1086ae77f_o.jpg","469"
"Governo convoca aprovados no concurso para auditor fiscal","158333296127573685912_499c7e6e53_o.jpg","452"
"Quatro novos tipos de processos passam a tramitar eletronicamente no Estado","1583347490seinote1.jpg","454"
"Programa Partiu Estágio convoca 587 novos estudantes","158393012748827159142_e14bd98673_o.jpg","455"
"Rede SAC inaugura nova unidade em Crisópolis e chega a 60 municípios baianos","1584123361zap.jpeg","459"
"Ponto SAC Crisópolis vai beneficiar cerca de 90 mil pessoas na região","1584134241DSC_1150.JPG","460"
"Atendimento na Rede SAC passa por modificações a partir de segunda-feira (23)","158454281245731284385_73237ea9be_c.jpg","464"
"Governo edita regras para servidores públicos durante pandemia do Coronavírus","1584715263CORONAVIRUSDESTAQUESITESAEB.jpg","466"
"Plataforma de voluntariado cadastra pessoas e projetos para enfrentamento ao coronavírus","1585574834estadovoluntario.png","467"
"Plataforma de voluntariado cadastra pessoas e projetos para enfrentamento ao coronavírus","1585576662BV.jpg","467"
"Plataforma de voluntariado cadastra pessoas e projetos para enfrentamento ao coronavírus","1585574834estadovoluntario.png","467"
"Plataforma de voluntariado cadastra pessoas e projetos para enfrentamento ao coronavírus","1585576662BV.jpg","467"
"Guia de Serviços baiano lista 83 serviços online para cidadãos, empresas e governo ","15861852643253952849_1a1f751668_b.jpg","468"
"Estado distribui doações da Pirelli entre quinze órgãos com atuação no combate à COVID-19","1594824037WhatsApp_Image_20200714_at_20.11.03.jpeg","481"
"Estado distribui doações da Pirelli entre quinze órgãos com atuação no combate à COVID-19","1594824037WhatsApp_Image_20200714_at_20.11.04_2.jpeg","481"
"Estado distribui doações da Pirelli entre quinze órgãos com atuação no combate à COVID-19","1594824037WhatsApp_Image_20200714_at_20.11.04.jpeg","481"
"Estado distribui doações da Pirelli entre quinze órgãos com atuação no combate à COVID-19","1594824037WhatsApp_Image_20200714_at_20.11.05_1.jpeg","481"
"Estado distribui doações da Pirelli entre quinze órgãos com atuação no combate à COVID-19","1594824037WhatsApp_Image_20200714_at_20.11.05.jpeg","481"
"Rui anuncia publicação de resultado provisório de provas objetivas para concurso da PM","158981528947902879921_3b9ecbcf9b_o.jpg","470"
"Estado garante seguros a funcionários de unidades exclusivas para Covid-19","158981568249888757432_1d329a925f_o.jpg","471"
"Mutirão do Estado viabiliza a concessão de mais de mil aposentadorias em um mês","159017701534289589742_448a0ff0b5_o.jpg","472"
"Postos SAC da capital adotam regime especial de atendimento também em dias de sábado","159222530617459826718_2354726059_o.jpg","474"
"Atendimento do Hospital Roberto Santos é aprovado por 87% dos pacientes, diz pesquisa","159222696326436305301_a840834409_o.jpg","475"
"Saeb realiza primeira licitação por videconferência","1592606929licitacaovideoconferencia.jpeg","476"
"SAC Digital passa a emitir CPF de forma on-line","1593192983cpf.png","477"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640092Riacho_1.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640092Riacho_5.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640092Riacho_6.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640092Riacho_7.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640093Riacho_8.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640093Riacho_9.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640093Riacho_10.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640093Riacho_11.jpeg","478"
"Rede SAC inaugura Ponto SAC Riachão do Jacuípe em cerimônia virtual","1593640093Riacho_12.jpeg","478"
"Demanda por serviços públicos digitais em plataforma do Estado triplica durante pandemia","1594145209sacdigital.jpg","479"
"Benefícios da implantação do RH Bahia ganham destaque em webinar","1594244327WebinarRHbahia_1.jpeg","480"
"Benefícios da implantação do RH Bahia ganham destaque em webinar","1594244327WebinarRHbahia_2.jpeg","480"
"Benefícios da implantação do RH Bahia ganham destaque em webinar","1594244327WebinarRHbahia_3.jpeg","480"
"Governo nomeia aprovados no concurso para auditor fiscal","1600099141sefazPedro_MoraesGOVBA.jpg","500"
"SAC de Feira de Santana passa a entregar passaporte com atendimento agendado","1595010332IMG_0648.JPG","482"
"Postos SAC de shoppings de Salvador retomam atendimento ao público sob regime especial","159585645450148969787_d4756bff4f_o.jpg","483"
"Postos SAC de shoppings de Salvador retomam atendimento ao público sob regime especial","159585625550148969752_2b8b2867e5_o.jpg","483"
"Rede SAC inaugura unidade no município de Vera Cruz nesta sexta-feira (31)","1596138120pontosacveracruz_4.jpeg","484"
"Rede SAC inaugura unidade no município de Vera Cruz nesta sexta-feira (31)","1596138120pontosacveracruz_5.jpeg","484"
"Rede SAC inaugura unidade no município de Vera Cruz nesta sexta-feira (31)","1596138120pontosacveracruz_2.jpeg","484"
"Rede SAC inaugura unidade no município de Vera Cruz nesta sexta-feira (31)","1596138120pontosacveracruz_3.jpeg","484"
"Rede SAC inaugura unidade no município de Vera Cruz nesta sexta-feira (31)","1596138120pontosacveracruz_1.jpeg","484"
"Projeto baiano chega a etapa final de premiação nacional","159707154948954696056_a858062640_o.jpg","485"
"Saeb e Polícia Militar publicam resultado da prova de títulos para oficial de saúde","1597412363Paula_FroesGOVBA.jpg","486"
"Rede SAC passa a realizar atendimento por videochamada para serviços do Planserv e Suprev","1597866546VideochamadaSAC.jpeg","487"
"Previdência Estadual economiza R$ 22,2 milhões para os cofres públicos com ação de controle no primeiro semestre","1597866845chart.jpg","488"
"Em esquema especial, previdência realiza mais de 3 mil atendimentos durante a pandemia","1598018474Paula_FroesGOVBA2.jpg","489"
"Número de voluntários cresce 142% em seis meses no Estado ","15986522181598647875Voluntario01.jpg","492"
"Demanda de cidadãos e empresas por acesso a sistema do Estado duplica durante pandemia","159889814348827159142_cd910fdab5_k.jpg","493"
"SAC Móvel disponibiliza serviços do Detran no Shopping Bela Vista","159889952432010688637_4c49493de5_k.jpg","494"
"Rede SAC comemora 25 anos de inauguração com 215 milhões de atendimentos  ","159898936339106410625_f422225ce8_k.jpg","495"
"Serviço facilita acesso à última via do RG através do SAC Digital","1599228861WhatsApp_Image_20200904_at_11.04.30.jpeg","496"
"Serviço facilita acesso à última via do RG através do SAC Digital","1599226700WhatsApp_Image_20200904_at_10.30.07.jpeg","496"
"Documento do veículo alcança a marca de um milhão de solicitações pela internet","1599252153WhatsApp_Image_20200904_at_17.29.20.jpeg","497"
"Bahia é destaque nacional em índice de oferta de serviços digitais","1599860870Carol_GarciaGOVBA.jpg","498"
"SAC Móvel no Salvador Norte Shopping inclui serviços do Procon e Ceprev ","1600098400Mateus_PereiraGOVBA6.jpg","499"
"SAC Digital é destaque nacional na avaliação de usuários de aplicativos de  serviços públicos","1600261623sacdigital.jpg","501"
"Postos SAC no interior atendem aos sábados para serviços de RG e CNH","1600455246DivulgacaoSac.jpeg","502"
